importance_label,credibility_label,importance_score,credibility_score,source,category,title,timestamp,title_length,title_word_count,content_length,content_word_count,source_trust_score,category_crypto,category_tech,category_sports,category_world,category_markets,category_unknown,total_words,important_words_ratio,spam_words_ratio,title_important_words,title_spam_words,time_features
0.0,1.0,0.5,0.75,database,sports,Woltemade debunking Premier League myth as familiar struggle defines Spurs,2025-10-26T21:29:39.182880+00:00,74,10,263,39,0.5,0.0,0.0,1.0,0.0,0.0,0.0,49,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,sports,NVIDIA готовится к выпуску новой линейки серверов Vera Rubin для ИИ,2025-10-26T21:29:39.182899+00:00,67,11,204,26,0.5,0.0,0.0,1.0,0.0,0.0,0.0,37,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.8,database,world,France's organic sector in crisis: Is the end in sight?,2025-10-26T21:29:39.182923+00:00,55,10,520,89,0.5,0.0,0.0,0.0,1.0,0.0,0.0,99,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,crypto,‘Floki Is The CEO’: FLOKI Surges Over 20% After Elon Musk’s Name Drop,2025-10-26T21:29:39.182949+00:00,69,13,418,74,0.5,1.0,0.0,0.0,0.0,0.0,0.0,87,0.0,0.0,0,0,1.0
0.0,1.0,0.4,0.7,database,sports,"Look away, Curtis! Jones celebrates BEFORE Salah misses big chance!",2025-10-26T21:29:39.182971+00:00,67,10,198,32,0.5,0.0,0.0,1.0,0.0,0.0,0.0,42,0.0,0.0,0,0,1.0
0.0,1.0,0.3,0.7,database,world,The best exhibitions to see in London this month,2025-10-26T21:29:39.182989+00:00,48,9,120,18,0.5,0.0,0.0,0.0,1.0,0.0,0.0,27,0.0,0.0,0,0,1.0
0.0,1.0,0.5,0.9,database,markets,Annaly to report Q3 earnings: What's in store for the stock?,2025-10-26T21:29:39.183002+00:00,60,11,62,12,0.5,0.0,0.0,0.0,0.0,1.0,0.0,23,0.08695652173913043,0.0,1,0,1.0
1.0,1.0,0.6,0.75,database,sports,"Drake Maye is first in SB era with 90 percent completion rate, 200 passing yards, 50 rushing yards in a game",2025-10-26T21:29:39.183075+00:00,108,21,1439,268,0.5,0.0,0.0,1.0,0.0,0.0,0.0,289,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.9,database,sports,mindfreak leaves Paper Rex ahead of 2026 VCT season,2025-10-26T21:29:39.183150+00:00,51,9,2220,376,0.5,0.0,0.0,1.0,0.0,0.0,0.0,385,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.8,database,world,Witkoff and Kushner arrive in Israel to shore up Gaza ceasefire,2025-10-26T21:29:39.183165+00:00,63,11,88,15,0.5,0.0,0.0,0.0,1.0,0.0,0.0,26,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,markets,EUR/SEK poised for moderate softening amid hawkish Riksbank outlook – Rabobank,2025-10-26T21:29:39.183185+00:00,78,11,244,44,0.5,0.0,0.0,0.0,0.0,1.0,0.0,55,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,world,"Witkoff and Kushner arrive in Israel to talk ceasefire, day after Gaza strikes",2025-10-26T21:29:39.183202+00:00,78,13,171,26,0.5,0.0,0.0,0.0,1.0,0.0,0.0,39,0.02564102564102564,0.0,0,0,1.0
1.0,1.0,0.6,0.85,database,sports,"Salt, Brook fireworks set up crushing England win",2025-10-26T21:29:39.183214+00:00,49,8,72,13,0.5,0.0,0.0,1.0,0.0,0.0,0.0,21,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.7,database,crypto,XRP Ledger Turns AWS Crash into Case for More Decentralization,2025-10-26T21:29:39.183228+00:00,62,10,121,21,0.5,1.0,0.0,0.0,0.0,0.0,0.0,31,0.0,0.0,0,0,1.0
0.0,1.0,0.5,0.75,database,sports,Bladeblade admits TikTok inspired G2’s Worlds 2025 draft,2025-10-26T21:29:39.183256+00:00,56,8,472,83,0.5,0.0,0.0,1.0,0.0,0.0,0.0,91,0.0,0.0,0,0,1.0
0.0,1.0,0.5,0.75,database,sports,"De Bruyne’s new Napoli role: Fewer assists, different impact",2025-10-26T21:29:39.183327+00:00,60,9,2079,344,0.5,0.0,0.0,1.0,0.0,0.0,0.0,353,0.0,0.0,0,0,1.0
1.0,0.0,0.8,0.4,database,crypto,Breaking: Ripple-Backed Evernorth to Establish $1B XRP Treasury to ‘Accelerate’ XRP’s Adoption,2025-10-26T21:29:39.183356+00:00,94,12,471,73,0.5,1.0,0.0,0.0,0.0,0.0,0.0,85,0.011764705882352941,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,crypto,Why Altcoins Are Struggling and Investors Are Feeling the Pressure,2025-10-26T21:29:39.183446+00:00,66,10,3135,510,0.5,1.0,0.0,0.0,0.0,0.0,0.0,520,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.9,database,crypto,BlackRock Launches Bitcoin ETP for UK Retail Investors,2025-10-26T21:29:39.183459+00:00,54,8,132,20,0.5,1.0,0.0,0.0,0.0,0.0,0.0,28,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.8,database,world,Why is it so hard to talk about Palestine in Germany?,2025-10-26T21:29:39.183479+00:00,53,11,313,53,0.5,0.0,0.0,0.0,1.0,0.0,0.0,64,0.0,0.0,0,0,1.0
1.0,0.0,0.8,0.65,database,crypto,"6 AI Models Trading $10K Each: Deepseek Winning, Gemini Liquidated? Alpha Arena",2025-10-26T21:29:39.183568+00:00,79,12,3071,522,0.5,1.0,0.0,0.0,0.0,0.0,0.0,534,0.0,0.0018726591760299626,0,0,1.0
1.0,1.0,0.6,0.7,database,world,Australia Could Be a Rare Earths Alternative to China for the U.S.,2025-10-26T21:29:39.183583+00:00,66,12,156,26,0.5,0.0,0.0,0.0,1.0,0.0,0.0,38,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.7,database,crypto,Gemini Unveils Solana Credit Card That Pays and Auto-Stakes SOL Rewards,2025-10-26T21:29:39.183596+00:00,71,11,130,21,0.5,1.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,crypto,Altcoin season is cancelled this year: Alts fail to match last cycle $1.6 trillion ceiling,2025-10-26T21:29:39.183816+00:00,90,15,7806,1235,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1250,0.0008,0.0,0,0,1.0
1.0,1.0,0.6,0.8,database,crypto,DeFi Earning Aggregator Turtle Raises $5.5 Million,2025-10-26T21:29:39.183847+00:00,50,7,896,124,0.5,1.0,0.0,0.0,0.0,0.0,0.0,131,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,tech,Adobe might've just solved one of generative AI's biggest legal risks,2025-10-26T21:29:39.183860+00:00,69,11,95,17,0.5,0.0,1.0,0.0,0.0,0.0,0.0,28,0.0,0.0,0,0,1.0
0.0,1.0,0.4,0.75,database,sports,Разработчики Fallout: New Vegas примут участие на фан-фесте в честь 15-летия игры,2025-10-26T21:29:39.183877+00:00,81,12,117,17,0.5,0.0,0.0,1.0,0.0,0.0,0.0,29,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.9,database,tech,Your PC won’t boot. Stay calm—here’s how to get your data back,2025-10-26T21:29:39.184108+00:00,62,12,3724,697,0.5,0.0,1.0,0.0,0.0,0.0,0.0,709,0.0,0.005641748942172073,0,0,1.0
1.0,1.0,0.6,0.8,database,sports,England show new-found bottle - but biggest World Cup test to come,2025-10-26T21:29:39.184124+00:00,66,12,175,31,0.5,0.0,0.0,1.0,0.0,0.0,0.0,43,0.0,0.0,0,0,1.0
0.0,1.0,0.4,0.7,database,tech,Oura Ring's new 'Cumulative Stress' feature can alert you to burnout now - here's how,2025-10-26T21:29:39.184137+00:00,85,15,86,15,0.5,0.0,1.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,crypto,S&P 500 and Gold Can Now Be Traded in Bitcoin Terms,2025-10-26T21:29:39.184224+00:00,51,11,3218,475,0.5,1.0,0.0,0.0,0.0,0.0,0.0,486,0.00205761316872428,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,crypto,"Hackers steal $3.05m XRP from cold wallet, ZachXBT traces funds",2025-10-26T21:29:39.184242+00:00,63,10,227,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,50,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.9,database,world,France's ex-president Sarkozy met with Macron ahead of his impending imprisonment,2025-10-26T21:29:39.184263+00:00,81,11,335,48,0.5,0.0,0.0,0.0,1.0,0.0,0.0,59,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.7,database,tech,One AWS failure took down the internet Monday morning - what went wrong,2025-10-26T21:29:39.184276+00:00,71,13,116,22,0.5,0.0,1.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,crypto,Morning Minute: OpenSea Says SEA Is Coming Q1 2026,2025-10-26T21:29:39.184290+00:00,50,9,138,23,0.5,1.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,markets,Newmont Mining (NEM) leads miners with strong bullish momentum,2025-10-26T21:29:39.184306+00:00,62,9,265,43,0.5,0.0,0.0,0.0,0.0,1.0,0.0,52,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.9,database,sports,Como’s Nico Paz dominates Serie A’s next-gen playmaker showdown | Nicky Bandini,2025-10-26T21:29:39.184343+00:00,79,12,933,153,0.5,0.0,0.0,1.0,0.0,0.0,0.0,165,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.85,database,sports,"Liam Coen: We'll figure out who should play more, who should play less",2025-10-26T21:29:39.184385+00:00,70,13,1274,238,0.5,0.0,0.0,1.0,0.0,0.0,0.0,251,0.0,0.00398406374501992,0,0,1.0
1.0,1.0,0.6,0.7,database,markets,Core Scientific (NASDAQ: CORZ) enters bullish phase,2025-10-26T21:29:39.184399+00:00,51,7,172,26,0.5,0.0,0.0,0.0,0.0,1.0,0.0,33,0.0,0.0,0,0,1.0
1.0,1.0,0.9,0.9,database,world,Deadly Gaza flare-up tests Israel-Hamas ceasefire,2025-10-26T21:29:39.184411+00:00,49,6,115,21,0.5,0.0,0.0,0.0,1.0,0.0,0.0,27,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.85,database,crypto,BlackRock launches iShares Bitcoin ETP on London Stock Exchange,2025-10-26T21:29:39.184430+00:00,63,9,267,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,49,0.02040816326530612,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,sports,Serie A pundits highlight ‘most worrying’ Juventus thing in 2-0 loss vs. Como,2025-10-26T21:29:39.184527+00:00,77,13,3316,534,0.5,0.0,0.0,1.0,0.0,0.0,0.0,547,0.0,0.0,0,0,1.0
0.0,1.0,0.5,0.85,database,sports,"South Africa, Pakistan share opening-day honours after Masood 87",2025-10-26T21:29:39.184540+00:00,64,9,89,16,0.5,0.0,0.0,1.0,0.0,0.0,0.0,25,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.85,database,world,China’s economy grows at slowest pace in a year as trade war bites,2025-10-26T21:29:39.184557+00:00,66,13,155,25,0.5,0.0,0.0,0.0,1.0,0.0,0.0,38,0.02631578947368421,0.0,0,0,1.0
1.0,1.0,0.6,0.85,database,crypto,What to expect from Federal Reserve’s Bitcoin and crypto payments conference?,2025-10-26T21:29:39.184575+00:00,77,11,221,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,51,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.9,database,world,Video: What we know about the Hong Kong cargo plane crash,2025-10-26T21:29:39.184588+00:00,57,11,95,17,0.5,0.0,0.0,0.0,1.0,0.0,0.0,28,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.9,database,world,UN pushes for worldwide disaster alerts as extreme weather ‘spirals’,2025-10-26T21:29:39.184603+00:00,68,10,110,17,0.5,0.0,0.0,0.0,1.0,0.0,0.0,27,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.8,database,world,Israel says it will attack anyone crossing the “yellow line” in Gaza,2025-10-26T21:29:39.184618+00:00,68,12,99,17,0.5,0.0,0.0,0.0,1.0,0.0,0.0,29,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,world,Senior Tory MPs urge Keir Starmer to block China ‘mega’ embassy plans,2025-10-26T21:29:39.184633+00:00,69,12,128,21,0.5,0.0,0.0,0.0,1.0,0.0,0.0,33,0.0,0.0,0,0,1.0
0.0,1.0,0.5,0.9,database,markets,Canada Raw Material Price Index: 1.7% (September) vs -0.6%,2025-10-26T21:29:39.184645+00:00,58,9,58,9,0.5,0.0,0.0,0.0,0.0,1.0,0.0,18,0.0,0.0,0,0,1.0
0.0,1.0,0.5,0.9,database,markets,Canada Industrial Product Price (MoM): 0.8% (September) vs 0.5%,2025-10-26T21:29:39.184657+00:00,63,9,63,9,0.5,0.0,0.0,0.0,0.0,1.0,0.0,18,0.0,0.0,0,0,1.0
0.0,1.0,0.5,0.7,database,sports,Back to what they do best? How Dyche's philosophy fits Forest,2025-10-26T21:29:39.184673+00:00,61,11,213,34,0.5,0.0,0.0,1.0,0.0,0.0,0.0,45,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.7,database,sports,Ubisoft устранилась? На странице Heroes of Might and Magic: Olden Era теперь указан только один издатель — Hooded Horse,2025-10-26T21:29:39.184769+00:00,119,19,226,35,0.5,0.0,0.0,1.0,0.0,0.0,0.0,54,0.0,0.0,0,0,1.0
1.0,1.0,0.9,0.7,database,world,Has the Gaza ceasefire been broken?,2025-10-26T21:29:39.184780+00:00,35,6,117,19,0.5,0.0,0.0,0.0,1.0,0.0,0.0,25,0.0,0.0,0,0,1.0
1.0,1.0,0.9,0.9,database,world,Amazon Web Services outage disrupts host of major sites and apps,2025-10-26T21:29:39.184793+00:00,64,11,117,21,0.5,0.0,0.0,0.0,1.0,0.0,0.0,32,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.9,database,sports,Wisła Płock wins the “Holy War” – Kielce’s crisis deepens after 27:32 home defeat,2025-10-26T21:29:39.184828+00:00,81,14,723,115,0.5,0.0,0.0,1.0,0.0,0.0,0.0,129,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.9,database,sports,"Napoli receive McTominay injury boost, but Hojlund will miss PSV clash",2025-10-26T21:29:39.184885+00:00,70,11,1735,286,0.5,0.0,0.0,1.0,0.0,0.0,0.0,297,0.0,0.0,0,0,1.0
0.0,1.0,0.5,0.75,database,sports,“I want to win a World Series” Jukeyz talks Black Ops 7 and Red Bull motivation,2025-10-26T21:29:39.185064+00:00,79,16,5902,1085,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1101,0.0,0.0009082652134423251,0,0,1.0
1.0,1.0,0.6,0.75,database,crypto,"Ethereum price reclaims $4,000 after strong ETF outflow week",2025-10-26T21:29:39.185083+00:00,60,9,234,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,49,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,world,Europeans rush to Zelenskyy’s defence after tense Trump meeting,2025-10-26T21:29:39.185097+00:00,63,9,105,19,0.5,0.0,0.0,0.0,1.0,0.0,0.0,28,0.0,0.0,0,0,1.0
1.0,0.0,0.8,0.6,database,crypto,"New Monday, New Bitcoin Purchase: Strategy Increases Its Holdings to 640,418 BTC",2025-10-26T21:29:39.185149+00:00,80,12,1448,242,0.5,1.0,0.0,0.0,0.0,0.0,0.0,254,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.7,database,crypto,Chainlink price eyes $25 as $116.7M LINK token leaves Binance,2025-10-26T21:29:39.185166+00:00,61,10,265,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,50,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,crypto,Crypto funds’ two-week inflow streak ends: Here’s what went wrong,2025-10-26T21:29:39.185181+00:00,65,10,161,23,0.5,1.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,world,Louvre jewellery heist sparks security debate in France,2025-10-26T21:29:39.185203+00:00,55,8,515,75,0.5,0.0,0.0,0.0,1.0,0.0,0.0,83,0.012048192771084338,0.0,0,0,1.0
1.0,1.0,0.6,0.8,database,sports,Bayern virtuoso Kane conducts Klassiker as Jobe Bellingham’s slip proves vital | Andy Brassell,2025-10-26T21:29:39.185244+00:00,94,14,802,138,0.5,0.0,0.0,1.0,0.0,0.0,0.0,152,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.7,database,world,Australia Says Chinese Fighter Jet Released Flares Near Its Military Plane,2025-10-26T21:29:39.185257+00:00,74,11,67,11,0.5,0.0,0.0,0.0,1.0,0.0,0.0,22,0.045454545454545456,0.0,1,0,1.0
1.0,1.0,0.6,0.9,database,sports,Jalen Hurts: The feeling of losing drove Sunday's performance,2025-10-26T21:29:39.185298+00:00,61,9,1132,205,0.5,0.0,0.0,1.0,0.0,0.0,0.0,214,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,crypto,South Korea crypto regulation: stablecoin interest payments to be banned under new 2025 law,2025-10-26T21:29:39.185359+00:00,91,14,273,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.85,database,markets,Pound Sterling Price News and Forecast: GBP trades cautiously as focus shifts to UK-US inflation,2025-10-26T21:29:39.185377+00:00,96,15,268,44,0.5,0.0,0.0,0.0,0.0,1.0,0.0,59,0.01694915254237288,0.0,0,0,1.0
1.0,1.0,0.6,0.7,database,crypto,HumidiFi becomes Solana’s largest DEX with $1.1B volume,2025-10-26T21:29:39.185396+00:00,55,8,253,40,0.5,1.0,0.0,0.0,0.0,0.0,0.0,48,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,crypto,Breaking: Michael Saylor’s Strategy Acquires 168 Bitcoin as Crypto Market Rebounds,2025-10-26T21:29:39.185419+00:00,82,11,491,73,0.5,1.0,0.0,0.0,0.0,0.0,0.0,84,0.023809523809523808,0.0,0,0,1.0
1.0,1.0,0.6,0.85,database,markets,China: Q3 GDP slowed on weak domestic demand – Commerzbank,2025-10-26T21:29:39.185437+00:00,58,10,265,43,0.5,0.0,0.0,0.0,0.0,1.0,0.0,53,0.018867924528301886,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,crypto,Elon Musk’s Tweet Triggered a 25% Price Surge for Viral Meme Coin FLOKI: Details,2025-10-26T21:29:39.185498+00:00,80,14,1641,282,0.5,1.0,0.0,0.0,0.0,0.0,0.0,296,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.8,database,world,Trump claims no other US president ever ended a war. Is it true?,2025-10-26T21:29:39.185512+00:00,64,13,120,20,0.5,0.0,0.0,0.0,1.0,0.0,0.0,33,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.7,database,world,"Colombia’s Leader Accuses U.S. of Murder, Prompting Trump to Halt Aid",2025-10-26T21:29:39.185529+00:00,69,11,166,28,0.5,0.0,0.0,0.0,1.0,0.0,0.0,39,0.0,0.0,0,0,1.0
0.0,1.0,0.5,0.7,database,sports,"Gen Z wonderkid, Devon revival & Moody returns - Prem talking points",2025-10-26T21:29:39.185542+00:00,68,12,127,22,0.5,0.0,0.0,1.0,0.0,0.0,0.0,34,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.7,database,sports,Gravity заручилась поддержкой сторонних компания и разрабатывает новую игру серии Ragnarok,2025-10-26T21:29:39.185561+00:00,90,11,160,23,0.5,0.0,0.0,1.0,0.0,0.0,0.0,34,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.9,database,tech,"Today’s best laptop deals: Save big on work, school, home use, and gaming",2025-10-26T21:29:39.185870+00:00,73,13,10917,1697,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1710,0.0,0.0,0,0,1.0
0.0,1.0,0.5,0.9,database,sports,NWSL Power Rankings: Marta has Orlando looking ominous again,2025-10-26T21:29:39.185888+00:00,60,9,127,21,0.5,0.0,0.0,1.0,0.0,0.0,0.0,30,0.0,0.0,0,0,1.0
1.0,0.0,0.6,0.3,database,sports,"Should Liverpool drop Isak, Salah, or both to let Ekitike shine?",2025-10-26T21:29:39.185902+00:00,64,11,132,23,0.5,0.0,0.0,1.0,0.0,0.0,0.0,34,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.7,database,world,China is well positioned for a trade showdown with Trump,2025-10-26T21:29:39.185914+00:00,56,10,83,14,0.5,0.0,0.0,0.0,1.0,0.0,0.0,24,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,world,Sanae Takaichi on course to become Japan’s first female PM after new coalition deal,2025-10-26T21:29:39.185940+00:00,83,14,519,76,0.5,0.0,0.0,0.0,1.0,0.0,0.0,90,0.011111111111111112,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,world,European Union to phase out Russian gas imports by end of 2027,2025-10-26T21:29:39.185960+00:00,62,12,294,50,0.5,0.0,0.0,0.0,1.0,0.0,0.0,62,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,markets,Risk-off sentiment drives selective equity positioning – BNY,2025-10-26T21:29:39.185975+00:00,60,8,212,27,0.5,0.0,0.0,0.0,0.0,1.0,0.0,35,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.9,database,sports,Who can join England in Women's World Cup semi-finals?,2025-10-26T21:29:39.185988+00:00,54,9,146,27,0.5,0.0,0.0,1.0,0.0,0.0,0.0,36,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.8,database,markets,USD/CAD holds firm above 1.4000 ahead of BOC survey – BBH,2025-10-26T21:29:39.186002+00:00,57,11,104,17,0.5,0.0,0.0,0.0,0.0,1.0,0.0,28,0.0,0.0,0,0,1.0
0.0,1.0,0.5,0.75,database,markets,"USD/CAD rises amid US-China trade optimism, weaker Oil prices",2025-10-26T21:29:39.186015+00:00,61,9,103,19,0.5,0.0,0.0,0.0,0.0,1.0,0.0,28,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.85,database,world,Louvre jewel theft: the latest in a long line of historic museum heists,2025-10-26T21:29:39.186031+00:00,71,13,214,37,0.5,0.0,0.0,0.0,1.0,0.0,0.0,50,0.0,0.02,0,0,1.0
0.0,1.0,0.3,0.85,database,markets,EUR/USD flatlines in calm markets with ECB's Nagel and Schnabel on tap,2025-10-26T21:29:39.186044+00:00,70,12,112,17,0.5,0.0,0.0,0.0,0.0,1.0,0.0,29,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.9,database,sports,30 минут геймплея автосимулятора Assetto Corsa Rally,2025-10-26T21:29:39.186072+00:00,52,7,365,46,0.5,0.0,0.0,1.0,0.0,0.0,0.0,53,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,sports,Juventus coach Tudor has worse record than Thiago Motta’s after 7 rounds,2025-10-26T21:29:39.186131+00:00,72,12,1826,305,0.5,0.0,0.0,1.0,0.0,0.0,0.0,317,0.0,0.0,0,0,1.0
0.0,1.0,0.5,0.75,database,markets,USD/JPY edges higher to near 150.80 on renewed hopes of BoJ’s dovish outlook,2025-10-26T21:29:39.186146+00:00,76,13,103,16,0.5,0.0,0.0,0.0,0.0,1.0,0.0,29,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.9,database,sports,CMC's latest do-it-all effort has Kittle's goal on track,2025-10-26T21:29:39.186162+00:00,56,9,234,40,0.5,0.0,0.0,1.0,0.0,0.0,0.0,49,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,markets,"NZD/USD wavers below 0.5750 despite hot NZ inflation, China data",2025-10-26T21:29:39.186180+00:00,64,10,300,45,0.5,0.0,0.0,0.0,0.0,1.0,0.0,55,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.9,database,crypto,BlackRock launches Bitcoin ETP after UK lifts trading ban,2025-10-26T21:29:39.186193+00:00,57,9,133,19,0.5,1.0,0.0,0.0,0.0,0.0,0.0,28,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.9,database,crypto,BlackRock launches Bitcoin ETP after UK lifts trading ban,2025-10-26T21:29:39.186205+00:00,57,9,133,19,0.5,1.0,0.0,0.0,0.0,0.0,0.0,28,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.9,database,crypto,BlackRock launches Bitcoin ETP after UK lifts trading ban,2025-10-26T21:29:39.186217+00:00,57,9,133,19,0.5,1.0,0.0,0.0,0.0,0.0,0.0,28,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.9,database,world,BBC at scene of 'brazen' Louvre jewel theft,2025-10-26T21:29:39.186229+00:00,43,8,120,19,0.5,0.0,0.0,0.0,1.0,0.0,0.0,27,0.0,0.0,0,0,1.0
0.0,1.0,0.3,0.9,database,sports,Sri Lanka's Dilhari is stumped in bizarre fashion,2025-10-26T21:29:39.186243+00:00,49,8,194,31,0.5,0.0,0.0,1.0,0.0,0.0,0.0,39,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.9,database,sports,Hansen out with Aki and Henshaw doubts for Ireland,2025-10-26T21:29:39.186255+00:00,50,9,88,14,0.5,0.0,0.0,1.0,0.0,0.0,0.0,23,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.7,database,world,The approaching cold war trade stand-off between Trump and Xi,2025-10-26T21:29:39.186266+00:00,61,10,50,10,0.5,0.0,0.0,0.0,1.0,0.0,0.0,20,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,crypto,How a 2014 Essay Shockingly Predicted the Era of Corporate Bitcoin Treasuries,2025-10-26T21:29:39.186563+00:00,77,12,8839,1275,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1287,0.0,0.000777000777000777,0,0,1.0
1.0,1.0,0.6,0.85,database,sports,"Mike McDaniel: ""Everything is on the table"" with quarterback Tua Tagovailoa",2025-10-26T21:29:39.186645+00:00,75,11,2336,406,0.5,0.0,0.0,1.0,0.0,0.0,0.0,417,0.0,0.0,0,0,1.0
1.0,1.0,0.8,0.75,database,crypto,Breaking: $10T BlackRock Launches Bitcoin ETP in London As UK FCA Eases Crypto Ban,2025-10-26T21:29:39.186673+00:00,82,14,504,75,0.5,1.0,0.0,0.0,0.0,0.0,0.0,89,0.011235955056179775,0.0,0,0,1.0
1.0,1.0,0.6,0.75,database,sports,How has the AWS internet outage impacted esports?,2025-10-26T21:29:39.186746+00:00,49,8,2484,385,0.5,0.0,0.0,1.0,0.0,0.0,0.0,393,0.0,0.0,0,0,1.0
1.0,1.0,0.6,0.7,database,world,A U.S. ally hopes to get Trump's attention with a major bargaining chip against China,2025-10-26T21:29:39.186761+00:00,85,15,48,9,0.5,0.0,0.0,0.0,1.0,0.0,0.0,24,0.0,0.0,0,0,1.0
0.0,1.0,0.4,0.9,database,sports,Liverpool defender Fisk replaces Reid in England squad,2025-10-26T21:29:39.186774+00:00,54,8,112,17,0.5,0.0,0.0,1.0,0.0,0.0,0.0,25,0.0,0.0,0,0,1.0
0.0,1.0,0.4,1.0,database,world,"What to Know About Diwali, the Hindu Festival of Lights",2025-10-26T21:29:39.186789+00:00,55,10,65,11,0.5,0.0,0.0,0.0,1.0,0.0,0.0,21,0.0,0.0,0,0,1.0
0.0,1.0,0.5,0.95,database,world,Indian town sets new record with 2.6m Diwali lamps,2025-10-26T21:29:39.186803+00:00,50,9,137,24,0.5,0.0,0.0,0.0,1.0,0.0,0.0,33,0.0,0.0,0,0,1.0
1.0,0.0,0.6,0.6,database,world,"Gaza ceasefire deal violated. And, shutdown enters day 20 with no end in sight",2025-10-26T21:29:39.186818+00:00,78,14,182,28,0.5,0.0,0.0,0.0,1.0,0.0,0.0,42,0.0,0.0,0,0,1.0
